Time, xActual, yActual, angleActual, xTarget, yTarget, angleTarget, XTE, lagE, angleE, pLeft, pRight
195.405167, 1.9189763703734626, 0.9904530246967453, 0.1657871887635663, 1.9671553053592397, 0.9990426513831774, 0.02677537297798424, 0.007260440004711507, 0.04784401383610151, -0.13855634847606194, 0.15195423773092856, 0.008929797452518068
195.40938, 1.9189763703734626, 0.9904530246967453, 0.1657871887635663, 1.9675977001960834, 0.9990661293110203, 0.02640924365628981, 0.007296693009776186, 0.04839162876053133, -0.13901181578558205, 0.15269333330505375, 0.00928593172725252
195.414639, 1.9189763703734626, 0.9904530246967453, 0.1657871887635663, 1.9681499324407938, 0.9990954363185034, 0.02595221206293768, 0.007326197900529258, 0.048831814518188854, -0.1393779451072765, 0.15328707883280543, 0.009572557714815882
195.419905, 1.9189763703734626, 0.9904530246967453, 0.1657871887635663, 1.9687028997350795, 0.9991247823351237, 0.02549457213698271, 0.0073634819156480295, 0.04938126789692122, -0.1398349767006286, 0.1540277639930951, 0.009930779311990975
195.425143, 1.9189066890731235, 0.9904413654136174, 0.16598765694828663, 1.9692529268310655, 0.9991539723151953, 0.02503936554143666, 0.007411199517919405, 0.05000138445511483, -0.1404930848113039, 0.15492921700435497, 0.010269559417118324
195.429364, 1.9189066890731235, 0.9904413654136174, 0.16598765694828663, 1.9696961617245665, 0.9991774948249093, 0.02467254098248218, 0.007449369648786457, 0.050548591149866755, -0.14094829140684997, 0.15566585686601286, 0.010627332944964249
195.434628, 1.9189066890731235, 0.9904413654136174, 0.16598765694828663, 1.970248919004689, 0.9992068296960619, 0.0242150748658416, 0.007480492340812368, 0.050989535432690206, -0.14131511596580446, 0.15625909073628766, 0.010915987640336383
195.439909, 1.9189066890731235, 0.9904413654136174, 0.16598765694828663, 1.9708034614052048, 0.9992362593036903, 0.0237561313700262, 0.007519760062192437, 0.05153941353022571, -0.14177258208244503, 0.15699843417076337, 0.011276400400931655
195.445155, 1.9188370101114998, 0.9904296921618401, 0.16618812513300696, 1.9713543285578483, 0.999265493865633, 0.023300229537220104, 0.007569676519799857, 0.05216097854019348, -0.14243199376298077, 0.1578997885633916, 0.011618176028238975
195.449376, 1.9188370101114998, 0.9904296921618401, 0.16618812513300696, 1.9717975634513498, 0.999289016375347, 0.022933404978265626, 0.007609848474850318, 0.05270892082687474, -0.14288789559578685, 0.15863550981142543, 0.011978339353567666
195.454616, 1.9188370101114998, 0.9904296921618401, 0.16618812513300696, 1.9723478005614992, 0.9993182175008863, 0.022478024573405184, 0.007642535219003721, 0.053149783546214184, -0.14325472015474133, 0.1592270980660887, 0.01226847653758327
195.459848, 1.9188370101114998, 0.9904296921618401, 0.16618812513300696, 1.972897197614994, 0.9993473740445545, 0.02202333940580231, 0.007683564342665511, 0.0536970522121907, -0.14371010055960176, 0.15996102781083366, 0.012629084124791357
